Restaurant_Name,Cuisine,Image_URL,Type,Reason
"London Bridge Rooftop Bar","mediterranean","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Mercer Roof Terrace","mediterranean","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Miradora Rooftop Restaurant Tequileria","mediterranean","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Aviary","mediterranean","https://images.unsplash.com/photo-1504674900247-087700f998c5?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"JOIA Restaurant, Bar & Rooftop","mediterranean","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Pergola on the Wharf","mediterranean","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Blacklock Soho","british","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Señor Ceviche Peruvian Restaurant Soho","british","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Kricket Shoreditch - Kafé, Restaurant & Bar","indian","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Blacklock Shoreditch","british","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Popolo Shoreditch","british","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"SMOKESTAK","british","https://images.unsplash.com/photo-1563379091339-03246963d4d8?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Camino Shoreditch","british","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"34 Mayfair","british","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Gaia Mayfair","british","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Corrigan's Mayfair","british","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Hakkasan","british","https://images.unsplash.com/photo-1563379091339-03246963d4d8?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Bluebird Chelsea","british","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"The Chelsea Corner","british","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"No. Fifty Cheyne","british","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Granger & Co. Chelsea","british","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"The Cadogan Arms","british","https://images.unsplash.com/photo-1563379091339-03246963d4d8?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Baba Restaurant Chelsea","british","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Blacklock Covent Garden","british","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Da Mario Covent Garden","italian","https://images.unsplash.com/photo-1579725942050-c312f3b1f8d6?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Inamo Covent Garden","british","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Cora Pearl","british","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Osteria Napoletana","italian","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Granger and Co. Notting Hill","british","https://images.unsplash.com/photo-1563379091339-03246963d4d8?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Gold","british","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"LUSH & HUSH","british","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"The Barbary Notting Hill","british","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Taqueria - Notting Hill","mexican","https://images.unsplash.com/photo-1565299585323-38174c4aab98?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Andy’s Greek Taverna","modern-european","https://images.unsplash.com/photo-1563379091339-03246963d4d8?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"The Blues Kitchen Camden","british","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Daphne Restaurant","british","https://images.unsplash.com/photo-1563379091339-03246963d4d8?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"La Patagonia","british","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Jamon Jamon","british","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Purezza Camden","british","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Frida Camden","mexican","https://images.unsplash.com/photo-1565299624946-b28f40a0ca4b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Band of Burgers, Camden","british","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Made in Brasil","british","https://images.unsplash.com/photo-1563379091339-03246963d4d8?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Brother Marcus Canary Wharf","british","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Barbarella","british","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Gaucho Canary Wharf","british","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Blacklock Canary Wharf","british","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Brera Lounge","british","https://images.unsplash.com/photo-1563379091339-03246963d4d8?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Six by Nico Canary Wharf","british","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Amerigo Vespucci","british","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Efes Restaurant (Whitechapel)","turkish","https://images.unsplash.com/photo-1565299585323-38174c4aab98?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Sahara Grill Whitechapel","modern-european","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Mr. White’s English Chophouse London Whitechapel","modern-european","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Hotto Potto","british","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Bocca In Cielo","british","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Rasoi Ghar","british","https://images.unsplash.com/photo-1563379091339-03246963d4d8?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Lahore Kebab House","british","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Du'aa Diner","british","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Tayyabs","british","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Dilpasand Restaurant","british","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Babel Grill House","british","https://images.unsplash.com/photo-1563379091339-03246963d4d8?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"DanDan Aldgate East","modern-european","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Janna Cafe","british","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Halal Restaurant","turkish","https://images.unsplash.com/photo-1551782450-a2132b4ba21d?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Grounded London","british","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Hichki Indian Restaurant","indian","https://images.unsplash.com/photo-1565299624946-b28f40a0ca4b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Sylhet Nights","british","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Dragon's Den Oriental Kitchen","chinese","https://images.unsplash.com/photo-1582234371722-52744610f90e?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Naan Staap®","british","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Baristas Lounge","british","https://images.unsplash.com/photo-1563379091339-03246963d4d8?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Madina Grill","british","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Shahs Halal Food Shadwell","indian","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Zaiqa London","british","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Shahs Halal Food Whitechapel","indian","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Baraka Eatery London","british","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Maedah Grill","british","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Grill Guys","british","https://images.unsplash.com/photo-1563379091339-03246963d4d8?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Madison Steak & Grill","british","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Haweli Restaurant ® Ilford","indian","https://images.unsplash.com/photo-1563379091339-03246963d4d8?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Enigma Pan Asian","modern-european","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Wah Bey","modern-european","https://images.unsplash.com/photo-1563379091339-03246963d4d8?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Monal Restaurant London","modern-european","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Royal Nawaab Ilford","indian","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Hyderabad Darbar","indian","https://images.unsplash.com/photo-1565299624946-b28f40a0ca4b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Punjab Grill Lounge","indian","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Tawa Grill","indian","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"The Connaught","british","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Nosh","british","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Banana Leaf","modern-european","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Zamana","modern-european","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Meat Street","british","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"restaurant favorit","british","https://images.unsplash.com/photo-1563379091339-03246963d4d8?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Manjaros Restaurant Ilford","indian","https://images.unsplash.com/photo-1563379091339-03246963d4d8?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Singam Bay","modern-european","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Zahra Grill Restaurant","modern-european","https://images.unsplash.com/photo-1563379091339-03246963d4d8?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Kahani","modern-european","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Saffron Street","modern-european","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Jilani Curry & Grill Restaurant","indian","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Sahara Grill","modern-european","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Shah's Halal Food Ilford","turkish","https://images.unsplash.com/photo-1548940740-204726a115ae?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Naan Staap®","british","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"PHAT BITE Ilford","modern-european","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Watan - Afghan & Pakistani Restaurant Ilford","modern-european","https://images.unsplash.com/photo-1563379091339-03246963d4d8?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Spice Khazana","indian","https://images.unsplash.com/photo-1565299624946-b28f40a0ca4b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Sultan","indian","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Colony Restaurant","indian","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Franzos Ilford","british","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Naan Staap","british","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Grill House","british","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Paradise Romford","british","https://images.unsplash.com/photo-1563379091339-03246963d4d8?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Array Brasserie & Grill","modern-european","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Neyzen Restaurant and Pods","british","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Turtle Bay Romford","british","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Ciao Bella","british","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Braza Churrascaria Rodizio","british","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Mangal Meze Restaurant","modern-european","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Blue Orchid","british","https://images.unsplash.com/photo-1563379091339-03246963d4d8?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Ivy Tree","british","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Meteor Meze & Grill Restaurant","modern-european","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"COSMO World Buffet Romford","british","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Roosters Piri Piri","british","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Minoa Restaurant","british","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Veyso's Romford Restaurant","british","https://images.unsplash.com/photo-1563379091339-03246963d4d8?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Sunrise Lutong Bahay","british","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"The Yummy Greek","modern-european","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Tilaw","british","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"wagamama romford","british","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"CREM Kitchen","british","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Shish LEGENDS Fusion Turkish Meze","modern-european","https://images.unsplash.com/photo-1563379091339-03246963d4d8?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Flippin Grill","british","https://images.unsplash.com/photo-1563379091339-03246963d4d8?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Kervan Kitchen Gidea Park","turkish","https://images.unsplash.com/photo-1504674900247-087700f998c5?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"MyShish Romford","modern-european","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Shahs Halal Food Romford Road","indian","https://images.unsplash.com/photo-1563379091339-03246963d4d8?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Lara Grill","british","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Bekash Restaurant & Take Away","british","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Stack & Sizzle","british","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Kervan Saray","turkish","https://images.unsplash.com/photo-1574071318508-1cdbab80d002?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Chef Asia","british","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Yebaba Levantine Kitchen","british","https://images.unsplash.com/photo-1563379091339-03246963d4d8?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Nasi Isda® Romford","british","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Ottomans","turkish","https://images.unsplash.com/photo-1565299585323-38174c4aab98?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Kasiba Lounge and Restaurant","turkish","https://images.unsplash.com/photo-1551782450-a2132b4ba21d?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Bread Street Kitchen, Bar & Rooftop - Stratford","british","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Kokin Restaurant","british","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"HERA","british","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"FIGO Stratford","british","https://images.unsplash.com/photo-1563379091339-03246963d4d8?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Bamboo-Mat Stratford","british","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Union Social","british","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Lokma Westfield","turkish","https://images.unsplash.com/photo-1548940740-204726a115ae?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Elondi Restaurant, Bar and Terrace","british","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"STK Steakhouse – Stratford","british","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Darkhorse Restaurant Bar","british","https://images.unsplash.com/photo-1563379091339-03246963d4d8?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Mezban stratford","british","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Big Easy Bar.B.Q & Crabshack - Westfield, Stratford","british","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"ZUZU BISTRO BAR","british","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Busaba Westfield Stratford","thai","https://images.unsplash.com/photo-1563379091339-03246963d4d8?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"XIX Nineteen","british","https://images.unsplash.com/photo-1551218808-93d42e57582b?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Kitchen E20","british","https://images.unsplash.com/photo-1563379091339-03246963d4d8?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Wahaca Stratford","mexican","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"Santi","british","https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"The Grill Stratford","british","https://images.unsplash.com/photo-1585937421612-70a008356fbe?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
"THE FAT CRAB STRATFORD","british","https://images.unsplash.com/photo-1565299507177-b0ac66763828?w=1600&h=1200&fit=crop&crop=center&q=85&auto=format","unsplash","Generic stock photo"
